"SVAD_identifier","SEX","agey","FDL","FMSB","FDB","TDL","TPB","TMSB","TDB","FBDL","HDL","HPB","HMSB","HDB","RDL","RPB","RMSB","RDB","UDL","UMSB","max_M1","max_M2","max_M3","max_PM1","max_PM2","max_C","max_I1","max_I2","man_M1","man_M2","man_M3","man_PM1","man_PM2","man_C","man_I1","man_I2","FH_EF","FGT_EF","FLT_EF","FDE_EF","TPE_EF","TDE_EF","FBPE_EF","FBDE_EF","HH_Oss","HGT_Oss","HLT_Oss","HPE_EF","HC_Oss","HT_Oss","HLE_Oss","HDE_EF","HME_EF","RPE_EF","RDE_EF","UPE_EF","UDE_EF","CT_EF","CC_Oss","TC_Oss","ISPR_EF","ILIS_EF","PC_Oss","IC_EF"
"US_0501","M",2.895890411,189.2,15.14,43.71,156.82,34.85,13.16,23.18,152.78,141.7,23.06,12.79,29.78,104.8,10.75,9.54,15.17,113.91,9.12,5,NA,NA,0,NA,4,6,3,5,NA,NA,0,NA,5,6,5,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,NA
"US_1249","M",0.068493151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_0801","F",0.219178082,96.54,8.26,24.24,81.3,18.3,7.16,12.68,77.34,80.14,14.88,7.33,19.65,62.52,6.45,5.95,11.07,70.52,5.85,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
"US_1310","F",0.265753425,103.86,9.87,27.75,88.4,21.16,8.06,15.29,85.39,84.86,16,8.08,20.73,68.08,7.74,6,12.41,76.69,5.47,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0738","F",0.515068493,107.84,10.69,30.86,90.14,23.91,9.1,16.6,85.79,87.52,17.84,9.39,22.33,66.14,8.87,7.52,13.86,76.74,6.23,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0708","F",1.304109589,151.81,13.31,37.31,129.55,30.93,11.51,22.14,125.74,120.03,22.52,11.21,27.83,92.71,9.92,8.71,14.81,102.63,7.69,2,NA,NA,NA,0,1,1,0,2,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,NA
"US_0095","F",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_0361","M",0.282191781,95.76,10.91,29.8,81.64,23.2,9.64,15.02,78.33,82.33,15.61,9.04,22.56,64.37,7.66,7.19,12.47,72.93,7.12,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1139","F",0.002739726,77.6,7.25,20.35,67.48,15.73,6.82,12.01,62.85,65.17,11.94,6.32,16.94,51.11,5.65,5.01,9.03,58.7,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0883","M",0.210958904,87.97,8.09,25.65,76.22,20.02,6.66,13.01,71.46,75.45,15.59,8.14,20.25,57.79,7.61,5.96,11.52,65.52,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_1062","M",0.378082192,95.36,9.71,27.32,81.94,21.25,8.17,14.6,78.88,80.21,17.06,8.63,21.29,64.45,7.67,7.15,12.44,71.13,6.77,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA
"US_0932","M",3.712328767,202.33,14.6,48.56,161.78,39.93,13.39,26.18,162.3,147.07,24.07,13.26,33.12,112.06,12.08,10.09,17.79,126.94,9.52,5,NA,NA,1,0,4,4,4,5,NA,NA,1,NA,4,5,4,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,0,NA
"US_0221","M",0.430136986,104.05,10.34,30.09,90.6,23.91,8.79,15.81,85.16,87.23,18.9,9.62,23.97,68.65,8.88,6.92,13.81,76.92,6.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0728","F",1.857534247,159.66,15.13,42.73,131.85,36.93,12.81,24.8,128.42,122.96,22.36,12.93,29.28,90.61,10.77,9.96,15.83,101.68,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,NA
"US_1083","F",1.553424658,151.59,13.36,41.11,124,31.61,12.61,22.44,121.01,117.58,20.59,13.15,28.23,85.59,10.4,9.32,15.16,97.88,9.18,2,NA,NA,NA,NA,1,1,0,2,NA,NA,NA,NA,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,4,0,0,0,NA
"US_0749","M",0.224657534,99.12,8.76,28.8,86.73,20.5,8.24,13.64,83.04,80.03,16.81,7.96,21.5,66.12,8.11,6.77,12.43,75.28,5.9,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA
"US_0041","M",0.893150685,118.36,12.87,34.72,98.28,27.98,10.7,18.83,96.16,95.63,19.44,10.57,25.014,75.1,8.97,8.03,14.14,84.03,7.64,2,NA,NA,NA,NA,0,0,NA,2,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,NA
"US_0307","M",1.909589041,173.41,14.5,46.58,142.35,35.03,12.59,24.69,135.71,129.47,24.62,13.66,31.2,97.84,11.67,9.58,17.19,109.64,9.31,3,NA,NA,NA,NA,5,5,6,3,NA,NA,0,NA,5,5,6,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,3,3,0,0,0,NA
"US_0752","M",2.830136986,146.25,10.4,31.05,117.52,24.03,8.13,15.05,108.28,110.11,17.92,9.29,25.99,86.41,7.99,7.45,12.72,97.38,6.58,4,NA,NA,2,NA,5,6,5,5,NA,NA,2,NA,6,6,6,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_0764","F",0.131506849,75.45,6.97,19.32,65.25,15.36,6.15,11.03,62.54,65.72,12,5.54,16.38,51.35,5.08,4.11,8.78,57.85,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_1047","M",0.336986301,104.25,10.76,31.48,89.68,23.77,9.23,16.35,85.45,86.7,18.4,8.84,24.56,69.57,8.37,6.26,13.63,78.39,6.05,2,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,2,NA,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0459","F",0.104109589,85,8.29,25.14,71.16,18.77,7.4,13.13,69.14,71.79,14.03,7.34,19.04,55.33,6.82,5.56,9.88,63.83,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0904","F",5.126027397,242.82,16.22,52.03,196.75,42.56,14.67,28.49,195.96,176.43,28.49,14.21,36.15,131.29,12.97,10.8,18.52,143.93,10.24,7,4,NA,5,4,6,7,6,8,4,NA,6,5,7,8,7,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,7,5,0,0,1,NA
"US_0407","F",5.753424658,NA,NA,50.78,191.2,44.87,15.16,29.18,195.33,171.62,26.84,13.84,31.68,129.77,11.77,10.58,18.51,146.64,10.01,9,4,NA,7,NA,7,9,8,9,4,NA,7,6,8,9,9,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,7,5,0,0,1,NA
"US_0926","F",2.224657534,179.69,15.02,46.34,143.58,36.88,12.87,24.46,143.03,137.03,23.79,12.94,30.4,100.59,10.98,9.28,17.7,113.19,9.06,3,NA,NA,0,NA,4,4,3,3,NA,NA,0,NA,5,5,4,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,5,0,0,0,NA
"US_1017","M",1.753424658,133.99,13.43,37.75,106.01,27.84,10.88,17.49,102.61,109.04,21.92,11.83,29.69,84.82,10.27,8.9,14.28,93.2,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,0,0,NA
"US_0590","F",3.449315068,200.23,13.57,43.99,168.58,36.99,12.18,24.62,161.4,148.14,21.5,12.09,30.97,109.48,11.03,9.07,16.28,121.69,8.63,5,0,NA,2,NA,4,4,3,5,NA,NA,1,NA,4,4,4,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,4,5,0,0,1,NA
"US_0131","F",0.112328767,85.66,8.3,23.45,71.66,17.48,7.2,12.73,67.43,71.9,14.47,7.69,19.14,56.78,6.06,5.23,10.24,64.7,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0645","M",3.032876712,191.24,15.78,50.27,158.82,40.98,14.37,26.31,155.42,145.61,26.47,14.57,35.5,115.48,12.96,10.57,19.26,126.93,9.02,5,NA,NA,0,NA,4,5,4,5,NA,NA,0,NA,4,5,5,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,4,5,0,0,1,NA
"US_0422","M",0.55890411,115.63,10.71,31.53,95.51,23.71,8.82,16.99,92.03,94.52,17.65,8.82,25.87,73.28,8.95,7.6,14.21,82.65,6.96,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA
"US_1245","F",0.21369863,82.4,8.42,23.7,70.54,18.28,7.49,11.3,65.55,69.62,14.75,8.11,19.34,54.2,6.71,6.01,10.13,61.69,5.67,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1067","M",0.038356164,75.73,7.93,22.01,63.78,16.33,6.81,12.14,60.71,67.2,13.42,6.69,18.59,53.12,6.64,5.61,10.43,61.41,5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0090","F",0.030136986,78.62,8.26,21.94,66.99,16.66,7.17,12.81,61.66,65.8,12.36,6.68,15.95,51.4,6.29,5.77,9.85,59.65,5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0070","F",0.22739726,93.12,10.09,26.04,78.29,19.69,7.75,13.05,74.83,78.7,14.61,7.95,19.63,62.42,7.06,6.5,11.28,69.89,6.06,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0871","M",0.117808219,92.99,9.44,28.04,79.87,21.85,8.04,15.7,74.4,78.86,16.97,7.9,21.68,63.09,7.9,5.91,12.58,71.46,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0351","M",5.854794521,275.75,18.13,59.28,225.8,47.69,15.61,31.81,224.59,197.55,30.88,14.87,40.46,148.87,13.32,11.33,20.07,163.61,11.3,8,3,NA,6,4,7,8,8,8,2,NA,5,5,8,9,8,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,5,5,1,0,1,NA
"US_0218","M",0.131506849,80.97,8.08,23.46,70.41,18.49,7.09,13.31,68.8,69.95,14.65,7.39,19.02,55.42,6.97,5.52,11.04,62.81,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0025","F",2.967123288,189.27,14.84,44.17,148.31,35.51,12.85,23.59,147.39,140.22,22.91,12.26,29.37,99,10.45,8.86,15.66,112.31,8.41,5,NA,NA,0,NA,3,4,3,5,NA,NA,0,NA,4,4,4,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,1,NA
"US_0420","M",0.065753425,83.63,7.93,22.75,71.6,17.32,7.22,12.74,69.72,72.43,12.85,6.54,17.73,59.82,6.43,5.39,10.11,66.12,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_0065","M",3.276712329,205.56,15.57,51.59,171.25,43.56,14.03,29.19,169.24,158.22,26.56,14.38,35.92,116.91,13.25,10.34,19.42,129.95,9.77,5,NA,NA,2,NA,4,5,2,5,NA,NA,2,NA,5,5,5,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,1,NA
"US_0481","F",0.271232877,96.45,9,26.87,82.64,20.64,7.39,14.16,76.86,82.85,16.7,7.76,21.87,63.84,7.14,6.29,11.51,71.37,6.3,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0108","M",1.556164384,147.6,12.68,37.53,118.72,29.9,9.66,18.05,111.07,119.42,22.7,11.32,28.5,91.26,9.93,8.38,14.46,100.43,7.18,2,NA,NA,NA,NA,1,3,0,2,NA,NA,NA,NA,2,3,3,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_0737","M",1.876712329,157.12,14.17,42.76,131.56,35.28,12.65,25.17,129.45,120.52,24.39,13.2,29.15,94.31,10.33,8.86,16.7,105.72,8.6,3,NA,NA,0,NA,2,3,0,3,NA,NA,0,NA,2,3,3,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,0,0,NA
"US_0811","M",3.169863014,195.71,14.88,51.68,158.84,40.97,13.35,26.14,156.88,145.36,23.6,12.35,31.53,110.14,10.37,9.27,16.82,122.91,8.17,6,NA,NA,2,NA,5,6,3,6,NA,NA,2,NA,5,6,6,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,5,0,0,1,NA
"US_0245","M",2.032876712,156.65,15.29,45.93,131.1,35.64,13.85,24.93,130.17,121.4,23.56,13.56,31.62,90.2,11.18,9.65,16.61,105.5,9.38,3,NA,NA,0,NA,2,NA,NA,3,NA,NA,0,NA,3,3,3,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,0,0,NA
"US_0200","M",2.969863014,213.19,14.26,49.53,178.3,39.28,13.41,26.41,177.63,155.58,23.56,12.67,31.31,120.78,11.65,10.31,18.01,130.72,8.94,5,NA,NA,1,NA,4,5,5,5,NA,NA,2,NA,4,5,5,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,2,5,0,0,0,NA
"US_0342","M",0.098630137,89.68,8.74,24.42,79.16,19.94,8.04,13.23,75.86,75.73,14.21,7.81,19.85,64.13,7.83,5.91,11.33,73.84,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
"US_0833","M",2.035616438,164.68,13.99,45.78,136.23,35.39,11.83,24.98,132.45,125.18,23.15,13.3,30.17,96.22,11.49,9.22,16.87,108.47,9.15,3,NA,NA,0,NA,3,4,4,4,NA,NA,NA,NA,3,4,4,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,NA
"US_0690","F",0,69.92,7.24,19.03,59.68,15.68,6.77,11.82,57.32,61.2,11.29,6.04,15.75,48.46,5.81,4.59,8.54,55.1,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_1261","M",0.052054795,79.37,8.69,23.45,67.03,18.12,7.76,12.96,64.09,69.98,13.55,7.69,18.59,56.13,5.95,5.58,10.26,63.97,5.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA
"US_0126","M",1.495890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,NA
"US_0057","M",0.619178082,110.22,12.13,32.86,93.58,24.25,10.92,18.66,90.62,91.02,18.02,10.65,25.38,69.37,9.02,7.77,15.5,79.51,7.88,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0077","F",4.405479452,221.28,13.47,41.6,182.3,36.42,12.27,24.77,179.21,153.92,25.28,11.75,31.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_0008","M",0.446575342,102.23,11.92,30.09,82.4,23.05,9.81,15.02,78.23,86.6,18.6,9.86,23.53,64.32,8.82,7.64,13,72.64,7.6,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_1110","M",0.145205479,78.69,7.96,21.93,67.64,17.3,7.03,12,62.79,68.84,12.98,6.23,17.52,52.66,6.32,5.05,9.41,59.6,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_1093","M",5.536986301,223.38,14.96,51.17,183.91,42.77,13.69,26.66,183.93,163.93,27.33,14.09,32.38,123.37,11.88,9.33,17.38,135.22,9.4,7,3,NA,6,4,7,7,6,7,1,NA,5,2,6,6,7,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,5,0,0,1,NA
"US_0660","M",9.904109589,310.04,17.02,56.01,250.39,49.66,16.58,33.1,250.21,221.79,32.71,16.08,41.6,158.37,13.37,11.57,19.96,176.64,12.7,10,7,3,9,8,11,11,11,11,7,4,7,7,9,11,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,0,1,NA
"US_1011","M",1.517808219,160.56,13.22,43.28,133.85,34.94,12.74,24.6,129,124.38,26.11,12.74,30.86,94.3,11.28,8.95,17.41,104.58,9.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
"US_0583","F",0.58630137,110.52,11.09,31.49,93.01,24.19,9.8,16.8,89.25,88.03,17.84,10.55,23.39,68.79,8.26,6.95,12.41,77.49,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
"US_0854","F",0.219178082,90.82,9.58,27.66,79.7,21.7,8.42,14.69,75.97,79.07,16.97,8.61,21.65,63.65,8.15,6.47,12.51,72.1,5.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0240","F",0.002739726,73.44,7.56,20.26,63.67,15.87,6.93,11.62,60.89,62.93,11.78,6.11,15.99,50.29,6.02,4.94,9.44,59.03,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"US_1074","M",7.156164384,295.7,17.35,59.56,240.68,47.45,15.85,29.78,233.46,211.48,31.81,16.03,39.67,154.48,14.06,10.89,19.6,171.13,10.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,7,5,2,0,1,NA
"US_0730","M",4.378082192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,3,4,0,0,1,NA
"US_0990","F",0.016438356,79.27,8.12,24.14,69.94,18.66,7.81,13.28,66.27,70.96,14.25,7.1,19.56,55.11,7.09,5.75,10.77,64.07,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
"US_0870","M",0.279452055,91.94,9.6,25.9,77.33,19.35,8.75,14.43,75.21,76.5,15,9.12,20.82,62.11,6.73,6.83,11.47,70.99,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US_1314","M",9.495890411,337.79,20.97,61.44,279.02,52.18,19.28,34.01,277.85,240.25,36.4,16.78,41.38,176.35,15.58,10.26,24.14,188.51,11.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,NA,NA,NA,1,NA
"US_0468","M",13.04109589,374.11,21.35,66.31,292.34,58.82,20.62,41.05,285.7,256.88,40.59,17.89,48.67,179.78,17.49,14.18,25.9,198.39,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,2,0,1,0
"US_0016","F",0.35890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
"US_1082","F",7.449315068,293.6,19.38,58.25,238.45,49.45,17.59,34.42,241.28,211.29,33.49,17.42,42.03,157.14,14.5,12.26,21.57,177.05,12.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,7,5,2,0,1,NA
"US_1205","M",2.991780822,193.26,15.21,48.37,163.16,38.89,13.18,27.12,162.03,146.91,27.49,13.89,32.36,113.23,10.75,9.1,18.18,127.69,9.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,0,0,NA
"US_0319","M",0.156164384,77.84,8.81,23.85,66.72,18.03,7.47,12.53,63.22,68.43,15.18,7.85,19.77,54.37,7.14,5.98,11.15,61.43,6.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,NA
"US_0049","F",0.531506849,115.26,9.83,29.72,93.39,22.7,8.68,15.22,87.58,90.57,19.71,8.63,22.08,67.36,8.03,6.55,12.05,77.52,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA
